1053,ADHD ,diagnosed with ADHD or suspects ADHD
1054,Excess Alcohol,"dealing with stress by excessive drinking, binge drinking, relationships and connectedness"
1055,Anger ,"difficulty controlling anger or rage, needs help with mindfulness and self-regulation"
1056,Clinical Anxiety,"for preclinical, go to stress
"
1057,Attendance Problems,"user has problems going to and staying at school or work on time/for required time consistently, frequent call-outs"
1058,Autism (Self),"diagnosed with autism (with or without speech delay), pervasive developmental disorder, global delays"
1059,Challenging Behaviors,"Do we need separate ones for adult and kids? @Caitlin Ryan Marcus If so the school conduct problem can be for kids.
"
1060,Job Hunting,"tough job market, hard to find employment after college even if highly qualified, tons of competition"
1061,Communication Deficits,"want to become a more effective communicator, advocate for self, improve relationships
"
1062,Bored,"no purpose, nothing to do
"
1063,Discrimination/Racism,"user is part of a marginalized group, exclusion, bullying, microaggression"
1064,Drug Use,"cocaine, heroin, pills, ketamine, fentanyl, crack cocaine, methamphetamines"
1065,Executive Functioning Skills,"user's ability to plan ahead, control impulses. adhd, autism, learning disabilities, intellectual disability, addiction
"
1066,Good Families,already pretty good family dynamimcs and motivated to maintain or grow further
1067,Build wealth,"want to make more money, save money, invest money"
1068,Bad Friends,"bad influences or friends who don't support them.  have these friends but still lonely
"
1069,Hyperactivity/Inattention,Pre-ADHD diagnosis
1070,Intellectual disability ID,diagnosis of intellectual disability/low IQ
1071,Learning disability,"Dyslexia, dysgraphia, auditory processing difficulties, dyspraxia "
1072,Poor Marriage,"marriage has problems, arguments, fighting, addiction, etc
"
1073,Poor Mental Health,Pre-diagnosis
1074,Motivation and procrastination,not quite on top of things but not yet behind on work.  
1075,Parenting Stress,"struggling with connecting with kids and discipline
"
1076,Perfectionism,Fear of failure and feeling unnecessary stress from perfectionism
1077,Personal Care and Hygiene,skills related to taking care of oneself
1078,Declining physical health,want to get healthier. general health problems.   no series illnesses
1079,Resilience,"giving up too quickly or easily, can't bounce back"
1080,Self-Regulation and Coping,"""overreacting"" "
1081,Estranged families,"family members on non-speaking terms (i.e. grandparents, siblings)"
1082,Need Tolerance Inclusion,"extremists, bigots.  people who need more tolerance"
1083,Trauma,"emotional abuse, need help setting boundaries"
1084,Stress,general stress management
1085,Debt,trying to get rid of debt and save more
1086,Sleep Disturbance,"Unhealthy sleeping patterns, like inability to fall or stay asleep, frequent waking at night, consistently getting less than 7 hours per night"
1087,Eating Disorder,"anorexia, bulimia, binge eating"
1088,Aging,"dealing with natural changes in appearance, physical, mental capacities.  For disease, also tag Poor physical health"
1089,Vaping/Smoking,Consuming nicotine vapor or cigarette smoke
1090,Maintaining Employment,"keeping up with job duties harder for people with autism, adhd, depression, bipolar, substance abuse"
1091,Just Relocated,"moved house recently, assimilation, culture shock, loneliness, making friends"
1092,Diagnosed Depression,"diagnosis of depression or persistent depression symptoms, no energy, no pleasure, can escalate to suicide"
1093,Behind on work,"boss has noticed loss of productivity, performance improvement plan"
1094,FBA,working with an ABA agency or school on obtaining an FBA
1095,Sibling Rivalry,"Interpersonal problems or fighting between siblings, need help with communication, boundaries, parent relations"
1096,Suicidal Ideations,having thoughts about suicide or dying
1097,Suicide Risk,action plans made for suicide and need external support
1098,Emotional Abuse,"neglected or gaslit by romantic partner, parent, caregiver, trauma bonds"
1099,Divorcing parents,user's parents are separated/divorced or separating/divorcing. 
1100,No Friends,"user wants to make friends
"
1101,SPED caregiver,burnout and stress from caring for high needs family members
1102,Transition to adulthood/independence,"special ed and older teens/young adults who are finishing college, moving out, getting their own place, figuring out how to be independent"
1103,Loneliness,"having no friends, feel like they have no one to talk to "
1104,Poor social skills,"has a hard time connecting with other people, having smooth conversations, knowing how to act in certain situations"
1105,Social anxiety,"difficulty approaching others, ordering food, making phone calls, can also be neurodivergent or have clinical anxiety"
1106,Lack of confidence,"wants to gain confidence and feel good about themselves
"
1107,Personal Growth and Self-Actualization,this user is seeking more fulfillment and purpose in life
1108,Hoarding,
1109,Poverty,"living below the poverty line or significant debt. money troubles, no savings, can't pay bills every month"
1110,Bipolar,"diagnosed with bipolar 1 or 2, or cyclothymia (a less severe version of BP2)"
1111,Chronic illness,"lupus, diabetes, parkinsons, fibromyalgia, multiple sclerosis, and other progressive, terminal, or longterm medical diagnoses"
1112,Sportmanship,"sore loser, too competitive"
1113,General Intake,
1114,Physical abuse,"punching, hitting, choking, scratching, throwing items "
1115,Sexual abuse,"unwanted touching, sexual harrassment, rape, sexual assault, adult on adult, adult on minor"
1116,Child abuse,need to heal from trauma from past event(s) in childhood
1117,Incarcerated parent,"one or both parents are in jail or prison
"
1118,Active Abuse,"can be sexual, physical, emotional, neglect, psychological, financial, reproductive"
1119,ESL,ESL
1120,unhappy with coach,unhappy with coach
1121,Better academics,"want/need to do better in school.  If just not doing the work, tag behind on work or motivation/procrastination"
1122,Active Quest,user is a primary or participating quester
1123,ADHD ,diagnosed with ADHD or suspects ADHD
1124,Excess Alcohol,"dealing with stress by excessive drinking, binge drinking, relationships and connectedness"
1125,Anger ,"difficulty controlling anger or rage, needs help with mindfulness and self-regulation"
1126,Clinical Anxiety,"for preclinical, go to stress
"
1127,Attendance Problems,"user has problems going to and staying at school or work on time/for required time consistently, frequent call-outs"
1128,Autism (Self),"diagnosed with autism (with or without speech delay), pervasive developmental disorder, global delays"
1129,Challenging Behaviors,"Do we need separate ones for adult and kids? @Caitlin Ryan Marcus If so the school conduct problem can be for kids.
"
1130,Job Hunting,"tough job market, hard to find employment after college even if highly qualified, tons of competition"
1131,Communication Deficits,"want to become a more effective communicator, advocate for self, improve relationships
"
1132,Bored,"no purpose, nothing to do
"
1133,Discrimination/Racism,"user is part of a marginalized group, exclusion, bullying, microaggression"
1134,Drug Use,"cocaine, heroin, pills, ketamine, fentanyl, crack cocaine, methamphetamines"
1135,Executive Functioning Skills,"user's ability to plan ahead, control impulses. adhd, autism, learning disabilities, intellectual disability, addiction
"
1136,Good Families,already pretty good family dynamimcs and motivated to maintain or grow further
1137,Build wealth,"want to make more money, save money, invest money"
1138,Bad Friends,"bad influences or friends who don't support them.  have these friends but still lonely
"
1139,Hyperactivity/Inattention,Pre-ADHD diagnosis
1140,Intellectual disability ID,diagnosis of intellectual disability/low IQ
1141,Learning disability,"Dyslexia, dysgraphia, auditory processing difficulties, dyspraxia "
1142,Poor Marriage,"marriage has problems, arguments, fighting, addiction, etc
"
1143,Poor Mental Health,Pre-diagnosis
1144,Motivation and procrastination,not quite on top of things but not yet behind on work.  
1145,Parenting Stress,"struggling with connecting with kids and discipline
"
1146,Perfectionism,Fear of failure and feeling unnecessary stress from perfectionism
1147,Personal Care and Hygiene,skills related to taking care of oneself
1148,Declining physical health,want to get healthier. general health problems.   no series illnesses
1149,Resilience,"giving up too quickly or easily, can't bounce back"
1150,Self-Regulation and Coping,"""overreacting"" "
1151,Estranged families,"family members on non-speaking terms (i.e. grandparents, siblings)"
1152,Need Tolerance Inclusion,"extremists, bigots.  people who need more tolerance"
1153,Trauma,"emotional abuse, need help setting boundaries"
1154,Stress,general stress management
1155,Debt,trying to get rid of debt and save more
1156,Sleep Disturbance,"Unhealthy sleeping patterns, like inability to fall or stay asleep, frequent waking at night, consistently getting less than 7 hours per night"
1157,Eating Disorder,"anorexia, bulimia, binge eating"
1158,Aging,"dealing with natural changes in appearance, physical, mental capacities.  For disease, also tag Poor physical health"
1159,Vaping/Smoking,Consuming nicotine vapor or cigarette smoke
1160,Maintaining Employment,"keeping up with job duties harder for people with autism, adhd, depression, bipolar, substance abuse"
1161,Just Relocated,"moved house recently, assimilation, culture shock, loneliness, making friends"
1162,Diagnosed Depression,"diagnosis of depression or persistent depression symptoms, no energy, no pleasure, can escalate to suicide"
1163,Behind on work,"boss has noticed loss of productivity, performance improvement plan"
1164,FBA,working with an ABA agency or school on obtaining an FBA
1165,Sibling Rivalry,"Interpersonal problems or fighting between siblings, need help with communication, boundaries, parent relations"
1166,Suicidal Ideations,having thoughts about suicide or dying
1167,Suicide Risk,action plans made for suicide and need external support
1168,Emotional Abuse,"neglected or gaslit by romantic partner, parent, caregiver, trauma bonds"
1169,Divorcing parents,user's parents are separated/divorced or separating/divorcing. 
1170,No Friends,"user wants to make friends
"
1171,SPED caregiver,burnout and stress from caring for high needs family members
1172,Transition to adulthood/independence,"special ed and older teens/young adults who are finishing college, moving out, getting their own place, figuring out how to be independent"
1173,Loneliness,"having no friends, feel like they have no one to talk to "
1174,Poor social skills,"has a hard time connecting with other people, having smooth conversations, knowing how to act in certain situations"
1175,Social anxiety,"difficulty approaching others, ordering food, making phone calls, can also be neurodivergent or have clinical anxiety"
1176,Lack of confidence,"wants to gain confidence and feel good about themselves
"
1177,Personal Growth and Self-Actualization,this user is seeking more fulfillment and purpose in life
1178,Hoarding,
1179,Poverty,"living below the poverty line or significant debt. money troubles, no savings, can't pay bills every month"
1180,Bipolar,"diagnosed with bipolar 1 or 2, or cyclothymia (a less severe version of BP2)"
1181,Chronic illness,"lupus, diabetes, parkinsons, fibromyalgia, multiple sclerosis, and other progressive, terminal, or longterm medical diagnoses"
1182,Sportmanship,"sore loser, too competitive"
1183,General Intake,
1184,Physical abuse,"punching, hitting, choking, scratching, throwing items "
1185,Sexual abuse,"unwanted touching, sexual harrassment, rape, sexual assault, adult on adult, adult on minor"
1186,Child abuse,need to heal from trauma from past event(s) in childhood
1187,Incarcerated parent,"one or both parents are in jail or prison
"
1188,Active Abuse,"can be sexual, physical, emotional, neglect, psychological, financial, reproductive"
1189,ESL,ESL
1190,unhappy with coach,unhappy with coach
1191,Better academics,"want/need to do better in school.  If just not doing the work, tag behind on work or motivation/procrastination"
1192,Active Quest,user is a primary or participating quester
1193,ADHD ,diagnosed with ADHD or suspects ADHD
1194,Excess Alcohol,"dealing with stress by excessive drinking, binge drinking, relationships and connectedness"
1195,Anger ,"difficulty controlling anger or rage, needs help with mindfulness and self-regulation"
1196,Clinical Anxiety,"for preclinical, go to stress
"
1197,Attendance Problems,"user has problems going to and staying at school or work on time/for required time consistently, frequent call-outs"
1198,Autism (Self),"diagnosed with autism (with or without speech delay), pervasive developmental disorder, global delays"
1199,Challenging Behaviors,"Do we need separate ones for adult and kids? @Caitlin Ryan Marcus If so the school conduct problem can be for kids.
"
1200,Job Hunting,"tough job market, hard to find employment after college even if highly qualified, tons of competition"
1201,Communication Deficits,"want to become a more effective communicator, advocate for self, improve relationships
"
1202,Bored,"no purpose, nothing to do
"
1203,Discrimination/Racism,"user is part of a marginalized group, exclusion, bullying, microaggression"
1204,Drug Use,"cocaine, heroin, pills, ketamine, fentanyl, crack cocaine, methamphetamines"
1205,Executive Functioning Skills,"user's ability to plan ahead, control impulses. adhd, autism, learning disabilities, intellectual disability, addiction
"
1206,Good Families,already pretty good family dynamimcs and motivated to maintain or grow further
1207,Build wealth,"want to make more money, save money, invest money"
1208,Bad Friends,"bad influences or friends who don't support them.  have these friends but still lonely
"
1209,Hyperactivity/Inattention,Pre-ADHD diagnosis
1210,Intellectual disability ID,diagnosis of intellectual disability/low IQ
1211,Learning disability,"Dyslexia, dysgraphia, auditory processing difficulties, dyspraxia "
1212,Poor Marriage,"marriage has problems, arguments, fighting, addiction, etc
"
1213,Poor Mental Health,Pre-diagnosis
1214,Motivation and procrastination,not quite on top of things but not yet behind on work.  
1215,Parenting Stress,"struggling with connecting with kids and discipline
"
1216,Perfectionism,Fear of failure and feeling unnecessary stress from perfectionism
1217,Personal Care and Hygiene,skills related to taking care of oneself
1218,Declining physical health,want to get healthier. general health problems.   no series illnesses
1219,Resilience,"giving up too quickly or easily, can't bounce back"
1220,Self-Regulation and Coping,"""overreacting"" "
1221,Estranged families,"family members on non-speaking terms (i.e. grandparents, siblings)"
1222,Need Tolerance Inclusion,"extremists, bigots.  people who need more tolerance"
1223,Trauma,"emotional abuse, need help setting boundaries"
1224,Stress,general stress management
1225,Debt,trying to get rid of debt and save more
1226,Sleep Disturbance,"Unhealthy sleeping patterns, like inability to fall or stay asleep, frequent waking at night, consistently getting less than 7 hours per night"
1227,Eating Disorder,"anorexia, bulimia, binge eating"
1228,Aging,"dealing with natural changes in appearance, physical, mental capacities.  For disease, also tag Poor physical health"
1229,Vaping/Smoking,Consuming nicotine vapor or cigarette smoke
1230,Maintaining Employment,"keeping up with job duties harder for people with autism, adhd, depression, bipolar, substance abuse"
1231,Just Relocated,"moved house recently, assimilation, culture shock, loneliness, making friends"
1232,Diagnosed Depression,"diagnosis of depression or persistent depression symptoms, no energy, no pleasure, can escalate to suicide"
1233,Behind on work,"boss has noticed loss of productivity, performance improvement plan"
1234,FBA,working with an ABA agency or school on obtaining an FBA
1235,Sibling Rivalry,"Interpersonal problems or fighting between siblings, need help with communication, boundaries, parent relations"
1236,Suicidal Ideations,having thoughts about suicide or dying
1237,Suicide Risk,action plans made for suicide and need external support
1238,Emotional Abuse,"neglected or gaslit by romantic partner, parent, caregiver, trauma bonds"
1239,Divorcing parents,user's parents are separated/divorced or separating/divorcing. 
1240,No Friends,"user wants to make friends
"
1241,SPED caregiver,burnout and stress from caring for high needs family members
1242,Transition to adulthood/independence,"special ed and older teens/young adults who are finishing college, moving out, getting their own place, figuring out how to be independent"
1243,Loneliness,"having no friends, feel like they have no one to talk to "
1244,Poor social skills,"has a hard time connecting with other people, having smooth conversations, knowing how to act in certain situations"
1245,Social anxiety,"difficulty approaching others, ordering food, making phone calls, can also be neurodivergent or have clinical anxiety"
1246,Lack of confidence,"wants to gain confidence and feel good about themselves
"
1247,Personal Growth and Self-Actualization,this user is seeking more fulfillment and purpose in life
1248,Hoarding,
1249,Poverty,"living below the poverty line or significant debt. money troubles, no savings, can't pay bills every month"
1250,Bipolar,"diagnosed with bipolar 1 or 2, or cyclothymia (a less severe version of BP2)"
1251,Chronic illness,"lupus, diabetes, parkinsons, fibromyalgia, multiple sclerosis, and other progressive, terminal, or longterm medical diagnoses"
1252,Sportmanship,"sore loser, too competitive"
1253,General Intake,
1254,Physical abuse,"punching, hitting, choking, scratching, throwing items "
1255,Sexual abuse,"unwanted touching, sexual harrassment, rape, sexual assault, adult on adult, adult on minor"
1256,Child abuse,need to heal from trauma from past event(s) in childhood
1257,Incarcerated parent,"one or both parents are in jail or prison
"
1258,Active Abuse,"can be sexual, physical, emotional, neglect, psychological, financial, reproductive"
1259,ESL,
1260,unhappy with coach,
1261,Better academics,"want/need to do better in school.  If just not doing the work, tag behind on work or motivation/procrastination"
1262,Active Quest,user is a primary or participating quester
1263,ADHD ,diagnosed with ADHD or suspects ADHD
1264,Excess Alcohol,"dealing with stress by excessive drinking, binge drinking, relationships and connectedness"
1265,Anger ,"difficulty controlling anger or rage, needs help with mindfulness and self-regulation"
1266,Clinical Anxiety,"for preclinical, go to stress
"
1267,Attendance Problems,"user has problems going to and staying at school or work on time/for required time consistently, frequent call-outs"
1268,Autism (Self),"diagnosed with autism (with or without speech delay), pervasive developmental disorder, global delays"
1269,Challenging Behaviors,"Do we need separate ones for adult and kids? @Caitlin Ryan Marcus If so the school conduct problem can be for kids.
"
1270,Job Hunting,"tough job market, hard to find employment after college even if highly qualified, tons of competition"
1271,Communication Deficits,"want to become a more effective communicator, advocate for self, improve relationships
"
1272,Bored,"no purpose, nothing to do
"
1273,Discrimination/Racism,"user is part of a marginalized group, exclusion, bullying, microaggression"
1274,Drug Use,"cocaine, heroin, pills, ketamine, fentanyl, crack cocaine, methamphetamines"
1275,Executive Functioning Skills,"user's ability to plan ahead, control impulses. adhd, autism, learning disabilities, intellectual disability, addiction
"
1276,Good Families,already pretty good family dynamimcs and motivated to maintain or grow further
1277,Build wealth,"want to make more money, save money, invest money"
1278,Bad Friends,"bad influences or friends who don't support them.  have these friends but still lonely
"
1279,Hyperactivity/Inattention,Pre-ADHD diagnosis
1280,Intellectual disability ID,diagnosis of intellectual disability/low IQ
1281,Learning disability,"Dyslexia, dysgraphia, auditory processing difficulties, dyspraxia "
1282,Poor Marriage,"marriage has problems, arguments, fighting, addiction, etc
"
1283,Poor Mental Health,Pre-diagnosis
1284,Motivation and procrastination,not quite on top of things but not yet behind on work.  
1285,Parenting Stress,"struggling with connecting with kids and discipline
"
1286,Perfectionism,Fear of failure and feeling unnecessary stress from perfectionism
1287,Personal Care and Hygiene,skills related to taking care of oneself
1288,Declining physical health,want to get healthier. general health problems.   no series illnesses
1289,Resilience,"giving up too quickly or easily, can't bounce back"
1290,Self-Regulation and Coping,"""overreacting"" "
1291,Estranged families,"family members on non-speaking terms (i.e. grandparents, siblings)"
1292,Need Tolerance Inclusion,"extremists, bigots.  people who need more tolerance"
1293,Trauma,"emotional abuse, need help setting boundaries"
1294,Stress,general stress management
1295,Debt,trying to get rid of debt and save more
1296,Sleep Disturbance,"Unhealthy sleeping patterns, like inability to fall or stay asleep, frequent waking at night, consistently getting less than 7 hours per night"
1297,Eating Disorder,"anorexia, bulimia, binge eating"
1298,Aging,"dealing with natural changes in appearance, physical, mental capacities.  For disease, also tag Poor physical health"
1299,Vaping/Smoking,Consuming nicotine vapor or cigarette smoke
1300,Maintaining Employment,"keeping up with job duties harder for people with autism, adhd, depression, bipolar, substance abuse"
1301,Just Relocated,"moved house recently, assimilation, culture shock, loneliness, making friends"
1302,Diagnosed Depression,"diagnosis of depression or persistent depression symptoms, no energy, no pleasure, can escalate to suicide"
1303,Behind on work,"boss has noticed loss of productivity, performance improvement plan"
1304,FBA,working with an ABA agency or school on obtaining an FBA
1305,Sibling Rivalry,"Interpersonal problems or fighting between siblings, need help with communication, boundaries, parent relations"
1306,Suicidal Ideations,having thoughts about suicide or dying
1307,Suicide Risk,action plans made for suicide and need external support
1308,Emotional Abuse,"neglected or gaslit by romantic partner, parent, caregiver, trauma bonds"
1309,Divorcing parents,user's parents are separated/divorced or separating/divorcing. 
1310,No Friends,"user wants to make friends
"
1311,SPED caregiver,burnout and stress from caring for high needs family members
1312,Transition to adulthood/independence,"special ed and older teens/young adults who are finishing college, moving out, getting their own place, figuring out how to be independent"
1313,Loneliness,"having no friends, feel like they have no one to talk to "
1314,Poor social skills,"has a hard time connecting with other people, having smooth conversations, knowing how to act in certain situations"
1315,Social anxiety,"difficulty approaching others, ordering food, making phone calls, can also be neurodivergent or have clinical anxiety"
1316,Lack of confidence,"wants to gain confidence and feel good about themselves
"
1317,Personal Growth and Self-Actualization,this user is seeking more fulfillment and purpose in life
1318,Hoarding,
1319,Poverty,"living below the poverty line or significant debt. money troubles, no savings, can't pay bills every month"
1320,Bipolar,"diagnosed with bipolar 1 or 2, or cyclothymia (a less severe version of BP2)"
1321,Chronic illness,"lupus, diabetes, parkinsons, fibromyalgia, multiple sclerosis, and other progressive, terminal, or longterm medical diagnoses"
1322,Sportmanship,"sore loser, too competitive"
1323,General Intake,
1324,Physical abuse,"punching, hitting, choking, scratching, throwing items "
1325,Sexual abuse,"unwanted touching, sexual harrassment, rape, sexual assault, adult on adult, adult on minor"
1326,Child abuse,need to heal from trauma from past event(s) in childhood
1327,Incarcerated parent,"one or both parents are in jail or prison
"
1328,Active Abuse,"can be sexual, physical, emotional, neglect, psychological, financial, reproductive"
1329,ESL,ESL
1330,unhappy with coach,unhappy with coach
1331,Better academics,"want/need to do better in school.  If just not doing the work, tag behind on work or motivation/procrastination"
1332,Active Quest,user is a primary or participating quester
1333,ADHD ,diagnosed with ADHD or suspects ADHD
1334,Excess Alcohol,"dealing with stress by excessive drinking, binge drinking, relationships and connectedness"
1335,Anger ,"difficulty controlling anger or rage, needs help with mindfulness and self-regulation"
1336,Clinical Anxiety,"for preclinical, go to stress
"
1337,Attendance Problems,"user has problems going to and staying at school or work on time/for required time consistently, frequent call-outs"
1338,Autism (Self),"diagnosed with autism (with or without speech delay), pervasive developmental disorder, global delays"
1339,Challenging Behaviors,"Do we need separate ones for adult and kids? @Caitlin Ryan Marcus If so the school conduct problem can be for kids.
"
1340,Job Hunting,"tough job market, hard to find employment after college even if highly qualified, tons of competition"
1341,Communication Deficits,"want to become a more effective communicator, advocate for self, improve relationships
"
1342,Bored,"no purpose, nothing to do
"
1343,Discrimination/Racism,"user is part of a marginalized group, exclusion, bullying, microaggression"
1344,Drug Use,"cocaine, heroin, pills, ketamine, fentanyl, crack cocaine, methamphetamines"
1345,Executive Functioning Skills,"user's ability to plan ahead, control impulses. adhd, autism, learning disabilities, intellectual disability, addiction
"
1346,Good Families,already pretty good family dynamimcs and motivated to maintain or grow further
1347,Build wealth,"want to make more money, save money, invest money"
1348,Bad Friends,"bad influences or friends who don't support them.  have these friends but still lonely
"
1349,Hyperactivity/Inattention,Pre-ADHD diagnosis
1350,Intellectual disability ID,diagnosis of intellectual disability/low IQ
1351,Learning disability,"Dyslexia, dysgraphia, auditory processing difficulties, dyspraxia "
1352,Poor Marriage,"marriage has problems, arguments, fighting, addiction, etc
"
1353,Poor Mental Health,Pre-diagnosis
1354,Motivation and procrastination,not quite on top of things but not yet behind on work.  
1355,Parenting Stress,"struggling with connecting with kids and discipline
"
1356,Perfectionism,Fear of failure and feeling unnecessary stress from perfectionism
1357,Personal Care and Hygiene,skills related to taking care of oneself
1358,Declining physical health,want to get healthier. general health problems.   no series illnesses
1359,Resilience,"giving up too quickly or easily, can't bounce back"
1360,Self-Regulation and Coping,"""overreacting"" "
1361,Estranged families,"family members on non-speaking terms (i.e. grandparents, siblings)"
1362,Need Tolerance Inclusion,"extremists, bigots.  people who need more tolerance"
1363,Trauma,"emotional abuse, need help setting boundaries"
1364,Stress,general stress management
1365,Debt,trying to get rid of debt and save more
1366,Sleep Disturbance,"Unhealthy sleeping patterns, like inability to fall or stay asleep, frequent waking at night, consistently getting less than 7 hours per night"
1367,Eating Disorder,"anorexia, bulimia, binge eating"
1368,Aging,"dealing with natural changes in appearance, physical, mental capacities.  For disease, also tag Poor physical health"
1369,Vaping/Smoking,Consuming nicotine vapor or cigarette smoke
1370,Maintaining Employment,"keeping up with job duties harder for people with autism, adhd, depression, bipolar, substance abuse"
1371,Just Relocated,"moved house recently, assimilation, culture shock, loneliness, making friends"
1372,Diagnosed Depression,"diagnosis of depression or persistent depression symptoms, no energy, no pleasure, can escalate to suicide"
1373,Behind on work,"boss has noticed loss of productivity, performance improvement plan"
1374,FBA,working with an ABA agency or school on obtaining an FBA
1375,Sibling Rivalry,"Interpersonal problems or fighting between siblings, need help with communication, boundaries, parent relations"
1376,Suicidal Ideations,having thoughts about suicide or dying
1377,Suicide Risk,action plans made for suicide and need external support
1378,Emotional Abuse,"neglected or gaslit by romantic partner, parent, caregiver, trauma bonds"
1379,Divorcing parents,user's parents are separated/divorced or separating/divorcing. 
1380,No Friends,"user wants to make friends
"
1381,SPED caregiver,burnout and stress from caring for high needs family members
1382,Transition to adulthood/independence,"special ed and older teens/young adults who are finishing college, moving out, getting their own place, figuring out how to be independent"
1383,Loneliness,"having no friends, feel like they have no one to talk to "
1384,Poor social skills,"has a hard time connecting with other people, having smooth conversations, knowing how to act in certain situations"
1385,Social anxiety,"difficulty approaching others, ordering food, making phone calls, can also be neurodivergent or have clinical anxiety"
1386,Lack of confidence,"wants to gain confidence and feel good about themselves
"
1387,Personal Growth and Self-Actualization,this user is seeking more fulfillment and purpose in life
1388,Hoarding,
1389,Poverty,"living below the poverty line or significant debt. money troubles, no savings, can't pay bills every month"
1390,Bipolar,"diagnosed with bipolar 1 or 2, or cyclothymia (a less severe version of BP2)"
1391,Chronic illness,"lupus, diabetes, parkinsons, fibromyalgia, multiple sclerosis, and other progressive, terminal, or longterm medical diagnoses"
1392,Sportmanship,"sore loser, too competitive"
1393,General Intake,
1394,Physical abuse,"punching, hitting, choking, scratching, throwing items "
1395,Sexual abuse,"unwanted touching, sexual harrassment, rape, sexual assault, adult on adult, adult on minor"
1396,Child abuse,need to heal from trauma from past event(s) in childhood
1397,Incarcerated parent,"one or both parents are in jail or prison
"
1398,Active Abuse,"can be sexual, physical, emotional, neglect, psychological, financial, reproductive"
1399,ESL,
1400,unhappy with coach,
1401,Better academics,"want/need to do better in school.  If just not doing the work, tag behind on work or motivation/procrastination"
1402,Active Quest,user is a primary or participating quester
1403,ADHD ,diagnosed with ADHD or suspects ADHD
1404,Excess Alcohol,"dealing with stress by excessive drinking, binge drinking, relationships and connectedness"
1405,Anger ,"difficulty controlling anger or rage, needs help with mindfulness and self-regulation"
1406,Clinical Anxiety,"for preclinical, go to stress
"
1407,Attendance Problems,"user has problems going to and staying at school or work on time/for required time consistently, frequent call-outs"
1408,Autism (Self),"diagnosed with autism (with or without speech delay), pervasive developmental disorder, global delays"
1409,Challenging Behaviors,"Do we need separate ones for adult and kids? @Caitlin Ryan Marcus If so the school conduct problem can be for kids.
"
1410,Job Hunting,"tough job market, hard to find employment after college even if highly qualified, tons of competition"
1411,Communication Deficits,"want to become a more effective communicator, advocate for self, improve relationships
"
1412,Bored,"no purpose, nothing to do
"
1413,Discrimination/Racism,"user is part of a marginalized group, exclusion, bullying, microaggression"
1414,Drug Use,"cocaine, heroin, pills, ketamine, fentanyl, crack cocaine, methamphetamines"
1415,Executive Functioning Skills,"user's ability to plan ahead, control impulses. adhd, autism, learning disabilities, intellectual disability, addiction
"
1416,Good Families,already pretty good family dynamimcs and motivated to maintain or grow further
1417,Build wealth,"want to make more money, save money, invest money"
1418,Bad Friends,"bad influences or friends who don't support them.  have these friends but still lonely
"
1419,Hyperactivity/Inattention,Pre-ADHD diagnosis
1420,Intellectual disability ID,diagnosis of intellectual disability/low IQ
1421,Learning disability,"Dyslexia, dysgraphia, auditory processing difficulties, dyspraxia "
1422,Poor Marriage,"marriage has problems, arguments, fighting, addiction, etc
"
1423,Poor Mental Health,Pre-diagnosis
1424,Motivation and procrastination,not quite on top of things but not yet behind on work.  
1425,Parenting Stress,"struggling with connecting with kids and discipline
"
1426,Perfectionism,Fear of failure and feeling unnecessary stress from perfectionism
1427,Personal Care and Hygiene,skills related to taking care of oneself
1428,Declining physical health,want to get healthier. general health problems.   no series illnesses
1429,Resilience,"giving up too quickly or easily, can't bounce back"
1430,Self-Regulation and Coping,"""overreacting"" "
1431,Estranged families,"family members on non-speaking terms (i.e. grandparents, siblings)"
1432,Need Tolerance Inclusion,"extremists, bigots.  people who need more tolerance"
1433,Trauma,"emotional abuse, need help setting boundaries"
1434,Stress,general stress management
1435,Debt,trying to get rid of debt and save more
1436,Sleep Disturbance,"Unhealthy sleeping patterns, like inability to fall or stay asleep, frequent waking at night, consistently getting less than 7 hours per night"
1437,Eating Disorder,"anorexia, bulimia, binge eating"
1438,Aging,"dealing with natural changes in appearance, physical, mental capacities.  For disease, also tag Poor physical health"
1439,Vaping/Smoking,Consuming nicotine vapor or cigarette smoke
1440,Maintaining Employment,"keeping up with job duties harder for people with autism, adhd, depression, bipolar, substance abuse"
1441,Just Relocated,"moved house recently, assimilation, culture shock, loneliness, making friends"
1442,Diagnosed Depression,"diagnosis of depression or persistent depression symptoms, no energy, no pleasure, can escalate to suicide"
1443,Behind on work,"boss has noticed loss of productivity, performance improvement plan"
1444,FBA,working with an ABA agency or school on obtaining an FBA
1445,Sibling Rivalry,"Interpersonal problems or fighting between siblings, need help with communication, boundaries, parent relations"
1446,Suicidal Ideations,having thoughts about suicide or dying
1447,Suicide Risk,action plans made for suicide and need external support
1448,Emotional Abuse,"neglected or gaslit by romantic partner, parent, caregiver, trauma bonds"
1449,Divorcing parents,user's parents are separated/divorced or separating/divorcing. 
1450,No Friends,"user wants to make friends
"
1451,SPED caregiver,burnout and stress from caring for high needs family members
1452,Transition to adulthood/independence,"special ed and older teens/young adults who are finishing college, moving out, getting their own place, figuring out how to be independent"
1453,Loneliness,"having no friends, feel like they have no one to talk to "
1454,Poor social skills,"has a hard time connecting with other people, having smooth conversations, knowing how to act in certain situations"
1455,Social anxiety,"difficulty approaching others, ordering food, making phone calls, can also be neurodivergent or have clinical anxiety"
1456,Lack of confidence,"wants to gain confidence and feel good about themselves
"
